,ChannelID,subs,nvideos,views,Category,Language,Type
Y4675,Y4675,165621,17,6415,gaming,English,Goverment
Y4676,Y4676,60098,82,57189,music,Chinese,Individual
Y4677,Y4677,71923,16,39862,news,Spanish,NGO
Y4678,Y4678,144947,67,144073,food,English,Individual
Y4679,Y4679,130477,6,9460,music,Spanish,Goverment
Y4680,Y4680,79351,64,7181,news,Russia,Individual
Y4681,Y4681,118835,29,105018,travel,Franch,NGO
Y4682,Y4682,80716,2,116792,news,English,NGO
Y4683,Y4683,6979,47,6945,music,English,NGO
Y4684,Y4684,32915,40,37124,music,Spanish,NGO
Y4685,Y4685,58015,59,80147,travel,English,NGO
Y4686,Y4686,57179,40,73354,gaming,Russia,Individual
Y4687,Y4687,93731,53,85358,travel,English,Goverment
Y4688,Y4688,141109,79,210564,news,Japanese,Corperate
Y4689,Y4689,72621,2,61563,news,Japanese,Goverment
Y4690,Y4690,6869,77,868,travel,English,Goverment
Y4691,Y4691,130480,35,130239,food,English,NGO
Y4692,Y4692,140991,94,124448,food,Russia,Individual
Y4693,Y4693,139897,60,112717,gaming,Japanese,Goverment
Y4694,Y4694,44608,40,8197,music,Japanese,NGO
Y4695,Y4695,69360,33,96642,travel,Japanese,NGO
Y4696,Y4696,91891,68,16865,food,Chinese,Individual
Y4697,Y4697,128545,62,71539,gaming,Chinese,NGO
Y4698,Y4698,84604,71,120905,travel,Franch,Individual
Y4699,Y4699,56926,2,32216,gaming,Japanese,NGO
Y4700,Y4700,191388,28,152711,gaming,Spanish,NGO
Y4701,Y4701,1,11,5,travel,English,NGO
Y4702,Y4702,193788,38,14137,food,Chinese,Corperate
Y4703,Y4703,93416,42,39736,news,English,Corperate
Y4704,Y4704,121144,35,19902,news,Japanese,Individual
Y4705,Y4705,158762,52,204057,music,Franch,Individual
Y4706,Y4706,133506,3,12545,news,English,Corperate
Y4707,Y4707,27106,23,14161,music,Japanese,Corperate
Y4708,Y4708,25896,28,39138,news,Japanese,Individual
Y4709,Y4709,142261,8,19659,news,English,NGO
Y4710,Y4710,99030,2,92354,music,Japanese,NGO
Y4711,Y4711,7339,49,2307,travel,English,Individual
Y4712,Y4712,107831,62,97931,travel,Japanese,Individual
Y4713,Y4713,46687,20,22402,music,Japanese,Individual
Y4714,Y4714,105174,89,44236,travel,Spanish,Individual
Y4715,Y4715,106354,33,96928,travel,Japanese,NGO
Y4716,Y4716,91511,63,63108,music,Russia,Corperate
Y4717,Y4717,74422,78,51899,news,Franch,Individual
Y4718,Y4718,68543,15,4255,food,English,Goverment
Y4719,Y4719,142333,64,42950,news,Japanese,Corperate
Y4720,Y4720,72453,4,87122,travel,Spanish,Individual
Y4721,Y4721,82214,85,74066,gaming,Spanish,Goverment
Y4722,Y4722,62535,20,3441,travel,Japanese,NGO
Y4723,Y4723,108089,45,65641,gaming,Spanish,NGO
Y4724,Y4724,114428,74,167734,music,Franch,NGO
Y4725,Y4725,111965,64,82795,food,Russia,Individual
Y4726,Y4726,103728,9,13909,news,Chinese,Individual
Y4727,Y4727,80086,48,41822,music,English,NGO
Y4728,Y4728,68655,67,63825,music,English,NGO
Y4729,Y4729,74719,64,84238,news,Chinese,Individual
Y4730,Y4730,82781,39,110163,gaming,English,Individual
Y4731,Y4731,98967,56,25070,news,English,NGO
Y4732,Y4732,61524,60,14703,gaming,Japanese,Individual
Y4733,Y4733,89881,76,46861,food,Spanish,Individual
Y4734,Y4734,119523,50,139675,music,Spanish,Individual
Y4735,Y4735,179164,41,90579,food,English,Individual
Y4736,Y4736,56504,3,8229,music,English,Individual
Y4737,Y4737,140769,19,105923,travel,Japanese,NGO
Y4738,Y4738,75548,95,92030,travel,English,Goverment
Y4739,Y4739,97808,48,42814,news,English,NGO
Y4740,Y4740,128577,83,71912,food,English,Corperate
Y4741,Y4741,193417,90,82315,gaming,Russia,Individual
Y4742,Y4742,58624,66,65390,gaming,English,Individual
Y4743,Y4743,86071,36,45852,music,English,NGO
Y4744,Y4744,120003,25,100492,news,English,NGO
Y4745,Y4745,54346,91,26558,travel,English,NGO
Y4746,Y4746,102093,32,22645,travel,Franch,NGO
Y4747,Y4747,136610,91,192491,music,English,Individual
Y4748,Y4748,92474,44,6620,travel,English,NGO
Y4749,Y4749,146628,90,20645,food,Spanish,Individual
Y4750,Y4750,176940,93,135743,news,Franch,Individual
Y4751,Y4751,94719,49,90306,news,Chinese,NGO
Y4752,Y4752,112721,6,27674,news,Russia,Individual
Y4753,Y4753,119780,96,55552,travel,Franch,Individual
Y4754,Y4754,91003,82,128832,news,English,Corperate
Y4755,Y4755,219090,12,122583,music,Chinese,NGO
Y4756,Y4756,104819,1,83304,food,Japanese,Individual
Y4757,Y4757,129382,20,155516,travel,Franch,Individual
Y4758,Y4758,70467,11,71387,travel,Spanish,Goverment
Y4759,Y4759,17011,38,6878,gaming,Chinese,NGO
Y4760,Y4760,132286,43,36717,food,English,Individual
Y4761,Y4761,61664,33,24757,news,Russia,Individual
Y4762,Y4762,214873,59,112575,travel,Spanish,NGO
Y4763,Y4763,42549,11,62757,travel,Japanese,Corperate
Y4764,Y4764,132237,45,126811,news,Franch,Goverment
Y4765,Y4765,1,98,460,food,English,Individual
Y4766,Y4766,1,52,0,news,Franch,NGO
Y4767,Y4767,110364,8,81866,news,English,NGO
Y4768,Y4768,54667,18,54178,news,Franch,Corperate
Y4769,Y4769,71989,58,88656,travel,English,Corperate
Y4770,Y4770,81440,41,67652,food,English,NGO
Y4771,Y4771,101880,71,30752,music,Japanese,NGO
Y4772,Y4772,35659,17,53912,food,English,Individual
Y4773,Y4773,86457,81,20560,travel,English,Individual
Y4774,Y4774,99801,8,32318,gaming,Chinese,NGO
Y4775,Y4775,54780,19,6172,news,English,NGO
Y4776,Y4776,96125,64,107685,travel,Japanese,Individual
Y4777,Y4777,1,91,75,music,English,Goverment
Y4778,Y4778,182044,55,107616,news,Japanese,Corperate
Y4779,Y4779,1,35,192,travel,English,NGO
Y4780,Y4780,73714,82,62940,travel,English,Individual
Y4781,Y4781,99759,26,127887,music,Japanese,NGO
Y4782,Y4782,138071,28,23951,news,Spanish,Goverment
Y4783,Y4783,83408,80,91115,music,English,Goverment
Y4784,Y4784,109131,18,149780,travel,Spanish,NGO
Y4785,Y4785,143711,38,79280,food,Japanese,NGO
Y4786,Y4786,105493,75,2176,travel,Chinese,Goverment
Y4787,Y4787,237511,19,88369,travel,Spanish,Individual
Y4788,Y4788,769,99,953,music,Japanese,NGO
Y4789,Y4789,203542,43,225908,music,Spanish,Goverment
Y4790,Y4790,109975,98,107156,music,Chinese,Individual
Y4791,Y4791,152133,73,182836,gaming,English,NGO
Y4792,Y4792,109023,6,116819,travel,English,NGO
Y4793,Y4793,65396,20,92585,news,Chinese,Individual
Y4794,Y4794,147976,68,116225,music,Franch,Individual
Y4795,Y4795,172087,90,112240,gaming,Russia,NGO
Y4796,Y4796,154357,4,221717,gaming,English,Individual
Y4797,Y4797,56780,13,27172,food,Japanese,NGO
Y4798,Y4798,100297,62,47441,gaming,Franch,Corperate
Y4799,Y4799,98336,41,11908,travel,English,Individual
Y4800,Y4800,150370,91,137667,music,Spanish,Corperate
Y4801,Y4801,74096,32,97446,gaming,Chinese,Individual
Y4802,Y4802,111675,83,110986,travel,English,Goverment
Y4803,Y4803,42664,17,63276,food,English,Individual
Y4804,Y4804,99635,22,143612,gaming,Franch,Goverment
Y4805,Y4805,126418,40,134672,gaming,Japanese,Individual
Y4806,Y4806,82803,45,29515,travel,Franch,Individual
Y4807,Y4807,115609,32,43708,gaming,English,Individual
Y4808,Y4808,160055,69,59682,gaming,English,NGO
Y4809,Y4809,1,42,375,music,Russia,Individual
Y4810,Y4810,82722,97,53715,travel,English,Individual
Y4811,Y4811,81939,26,3178,travel,Russia,Individual
Y4812,Y4812,95396,83,95264,gaming,English,NGO
Y4813,Y4813,118787,67,167839,travel,Russia,NGO
Y4814,Y4814,82910,40,22533,gaming,Japanese,Corperate
Y4815,Y4815,144157,29,71018,gaming,Russia,NGO
Y4816,Y4816,151771,89,62182,music,Japanese,NGO
Y4817,Y4817,32377,52,25893,food,Russia,Goverment
Y4818,Y4818,165095,16,23842,news,Japanese,Goverment
Y4819,Y4819,92149,80,70883,food,Spanish,Corperate
Y4820,Y4820,133324,31,71657,gaming,English,NGO
Y4821,Y4821,158157,28,124981,travel,English,Corperate
Y4822,Y4822,111515,54,112655,food,English,NGO
Y4823,Y4823,72030,15,31328,food,Chinese,NGO
Y4824,Y4824,30755,31,28974,music,Japanese,Goverment
Y4825,Y4825,96698,10,10789,food,Japanese,NGO
Y4826,Y4826,71222,33,73982,travel,English,NGO
Y4827,Y4827,135778,47,37429,news,Franch,Corperate
Y4828,Y4828,168864,27,230642,food,Japanese,Goverment
Y4829,Y4829,94431,1,104558,food,English,NGO
Y4830,Y4830,34660,58,29546,news,Franch,Individual
Y4831,Y4831,101885,44,149438,food,English,Goverment
Y4832,Y4832,45761,16,24650,music,English,Individual
Y4833,Y4833,138816,47,157613,travel,English,Goverment
Y4834,Y4834,70735,24,20516,gaming,English,Corperate
Y4835,Y4835,57902,71,5604,food,Spanish,Goverment
Y4836,Y4836,118878,51,37411,news,Russia,NGO
Y4837,Y4837,118742,5,104122,music,Chinese,NGO
Y4838,Y4838,71945,49,55206,travel,Russia,Corperate
Y4839,Y4839,142822,80,18963,gaming,Spanish,Corperate
Y4840,Y4840,812,19,885,news,Spanish,Individual
Y4841,Y4841,185602,72,256443,gaming,English,Individual
Y4842,Y4842,54531,40,75780,travel,English,Goverment
Y4843,Y4843,101543,5,24592,music,English,Individual
Y4844,Y4844,206035,89,271638,news,Franch,Individual
Y4845,Y4845,50180,12,30273,news,English,Individual
Y4846,Y4846,77479,8,69847,news,Russia,Individual
Y4847,Y4847,157607,67,160537,food,Russia,NGO
Y4848,Y4848,27506,79,14723,travel,Japanese,Goverment
Y4849,Y4849,151140,41,126338,news,Japanese,Individual
Y4850,Y4850,111813,33,32671,food,Franch,Individual
Y4851,Y4851,137004,52,121132,food,Japanese,NGO
Y4852,Y4852,79927,11,16613,food,Russia,Goverment
Y4853,Y4853,138531,11,81302,news,Franch,NGO
Y4854,Y4854,90602,17,51158,news,English,NGO
Y4855,Y4855,62073,39,53847,music,Spanish,Individual
Y4856,Y4856,67858,39,68991,food,Japanese,Goverment
Y4857,Y4857,34217,90,3565,music,Japanese,NGO
Y4858,Y4858,94177,38,96861,travel,Spanish,NGO
Y4859,Y4859,102771,1,91844,travel,English,NGO
Y4860,Y4860,80270,88,37176,news,English,NGO
Y4861,Y4861,43052,1,12932,news,English,NGO
Y4862,Y4862,57297,92,81425,food,English,NGO
Y4863,Y4863,198638,91,287510,food,English,NGO
Y4864,Y4864,103095,34,147969,news,Russia,Individual
Y4865,Y4865,122693,95,20178,music,Japanese,Individual
Y4866,Y4866,29921,14,24466,news,Franch,Individual
Y4867,Y4867,73787,78,70635,food,English,Goverment
Y4868,Y4868,114283,22,91616,music,Spanish,Individual
Y4869,Y4869,1,13,656,gaming,Chinese,NGO
Y4870,Y4870,106067,28,74337,news,Japanese,NGO
Y4871,Y4871,109808,50,133984,gaming,English,NGO
Y4872,Y4872,138612,34,146953,music,English,Individual
Y4873,Y4873,56939,62,68183,travel,English,Individual
Y4874,Y4874,104766,63,31456,news,Spanish,Individual
Y4875,Y4875,191593,25,128477,gaming,Chinese,Individual
Y4876,Y4876,185816,35,37388,travel,Russia,Individual
Y4877,Y4877,104774,48,60748,travel,Russia,NGO
Y4878,Y4878,84207,13,66190,news,Spanish,Individual
Y4879,Y4879,35574,32,29058,gaming,English,NGO
Y4880,Y4880,210768,7,182793,news,English,Individual
Y4881,Y4881,132304,71,138812,travel,Russia,NGO
Y4882,Y4882,55120,75,45215,music,Japanese,NGO
Y4883,Y4883,47724,39,66185,food,Chinese,Individual
Y4884,Y4884,99938,42,84254,music,Russia,NGO
Y4885,Y4885,72458,86,91182,food,English,Individual
Y4886,Y4886,172778,41,195958,music,Russia,Individual
Y4887,Y4887,165456,87,149929,gaming,English,Individual
Y4888,Y4888,160046,78,234944,food,English,NGO
Y4889,Y4889,105268,24,149990,travel,English,Individual
Y4890,Y4890,112633,92,36760,gaming,English,NGO
Y4891,Y4891,206024,67,283386,travel,Spanish,NGO
Y4892,Y4892,159608,96,207707,news,English,Individual
Y4893,Y4893,96130,51,44642,travel,Japanese,Individual
Y4894,Y4894,118041,66,20229,music,Russia,Individual
Y4895,Y4895,105084,21,150849,music,English,Individual
Y4896,Y4896,92255,61,52243,news,Spanish,Individual
Y4897,Y4897,74266,3,10810,food,Russia,Individual
Y4898,Y4898,102237,30,132012,gaming,Franch,NGO
Y4899,Y4899,71110,41,13398,news,Franch,Goverment
Y4900,Y4900,82602,99,101913,news,Franch,Individual
Y4901,Y4901,39756,70,4020,travel,English,Individual
Y4902,Y4902,90524,48,12096,music,English,Individual
Y4903,Y4903,129755,89,193141,news,Franch,NGO
Y4904,Y4904,133707,94,71910,gaming,English,Corperate
Y4905,Y4905,165402,21,133976,food,English,Goverment
Y4906,Y4906,106762,44,51118,news,English,Individual
Y4907,Y4907,103179,88,103525,food,Franch,Corperate
Y4908,Y4908,60501,92,42879,travel,Spanish,Goverment
Y4909,Y4909,31325,37,28509,food,English,Individual
Y4910,Y4910,58681,89,82074,news,Franch,Goverment
Y4911,Y4911,158839,23,181562,gaming,Japanese,Individual
Y4912,Y4912,104515,76,111239,music,English,Individual
Y4913,Y4913,77618,39,107203,news,Franch,NGO
Y4914,Y4914,103682,89,142835,news,Chinese,Individual
Y4915,Y4915,168189,34,243588,gaming,Japanese,Individual
Y4916,Y4916,130054,40,46948,gaming,Japanese,Individual
Y4917,Y4917,92158,70,69399,gaming,Franch,Individual
Y4918,Y4918,96953,67,135032,food,Spanish,NGO
Y4919,Y4919,61891,62,13168,news,English,Individual
Y4920,Y4920,101131,75,55776,music,English,Individual
Y4921,Y4921,19581,99,7942,gaming,English,Individual
Y4922,Y4922,27994,58,28781,food,Franch,NGO
Y4923,Y4923,56447,13,74906,travel,English,Individual
Y4924,Y4924,72679,77,30455,music,English,Individual
Y4925,Y4925,91315,17,6332,travel,Chinese,Goverment
Y4926,Y4926,181767,23,103519,news,English,NGO
Y4927,Y4927,50470,66,34493,travel,Franch,Individual
Y4928,Y4928,135186,35,17797,travel,Spanish,NGO
Y4929,Y4929,92927,99,29139,food,English,Individual
Y4930,Y4930,30976,39,43201,food,English,NGO
Y4931,Y4931,184655,51,11149,gaming,Franch,Goverment
Y4932,Y4932,110108,98,56106,music,English,Goverment
Y4933,Y4933,215612,33,130496,gaming,Chinese,Goverment
Y4934,Y4934,165860,74,102086,gaming,English,NGO
Y4935,Y4935,44833,73,9568,gaming,English,NGO
Y4936,Y4936,114442,49,102509,gaming,Japanese,Individual
Y4937,Y4937,138207,24,186563,travel,Russia,Individual
Y4938,Y4938,116307,17,16942,news,Chinese,NGO
Y4939,Y4939,157899,37,27221,news,Japanese,Individual
Y4940,Y4940,122183,49,87922,travel,Franch,Corperate
Y4941,Y4941,73569,35,92282,food,Chinese,Goverment
Y4942,Y4942,45638,54,29982,music,Spanish,Individual
Y4943,Y4943,68221,70,9448,food,Franch,Individual
Y4944,Y4944,83600,68,110009,travel,Franch,Individual
Y4945,Y4945,203207,62,96368,gaming,English,NGO
Y4946,Y4946,103482,68,65966,news,English,Individual
Y4947,Y4947,120884,58,82232,food,Russia,Corperate
Y4948,Y4948,21415,15,3489,food,Chinese,NGO
Y4949,Y4949,145702,83,192982,music,English,Individual
Y4950,Y4950,88721,2,29386,gaming,English,NGO
Y4951,Y4951,73283,6,11938,gaming,English,Goverment
Y4952,Y4952,1,33,63,music,Franch,Individual
Y4953,Y4953,11941,29,1380,gaming,Russia,Individual
Y4954,Y4954,170846,69,63995,food,English,NGO
Y4955,Y4955,127838,24,181143,travel,English,NGO
Y4956,Y4956,76028,12,91959,news,English,NGO
Y4957,Y4957,44532,1,59719,food,English,NGO
Y4958,Y4958,127994,89,70898,travel,Spanish,Goverment
Y4959,Y4959,106657,6,83177,music,Japanese,Individual
Y4960,Y4960,60933,4,25726,travel,Russia,Individual
Y4961,Y4961,141633,59,195259,travel,Spanish,Individual
Y4962,Y4962,18056,3,8244,travel,English,Individual
Y4963,Y4963,61932,34,48122,news,English,Goverment
Y4964,Y4964,1,46,0,music,English,NGO
Y4965,Y4965,77698,7,82876,news,English,Goverment
Y4966,Y4966,134490,24,4424,travel,Franch,Individual
Y4967,Y4967,72510,20,17323,travel,Japanese,Individual
Y4968,Y4968,39721,82,47639,gaming,English,Individual
Y4969,Y4969,50817,72,1380,travel,English,Individual
Y4970,Y4970,43345,75,24683,music,English,Individual
Y4971,Y4971,203030,9,276843,news,Spanish,Individual
Y4972,Y4972,94016,3,17607,food,English,Corperate
Y4973,Y4973,75681,54,98688,food,Franch,Corperate
Y4974,Y4974,155096,2,190892,news,Franch,Individual
Y4975,Y4975,123832,30,95490,food,English,NGO
Y4976,Y4976,106901,85,849,travel,Chinese,Goverment
Y4977,Y4977,160426,94,55900,news,Spanish,Individual
Y4978,Y4978,135744,27,146449,music,Chinese,Goverment
Y4979,Y4979,129288,61,139255,news,English,NGO
Y4980,Y4980,160961,66,127526,music,English,Corperate
Y4981,Y4981,93441,36,98850,music,English,Individual
Y4982,Y4982,42061,66,39773,travel,Franch,Individual
Y4983,Y4983,46266,94,53315,travel,Franch,Individual
Y4984,Y4984,59518,33,10910,gaming,English,Individual
Y4985,Y4985,122339,43,6553,music,Spanish,Individual
Y4986,Y4986,110997,51,162018,gaming,English,Corperate
Y4987,Y4987,82439,70,20788,news,Spanish,NGO
Y4988,Y4988,88338,3,60850,travel,English,NGO
Y4989,Y4989,82144,87,11153,music,English,Goverment
Y4990,Y4990,54861,97,5159,travel,English,Corperate
Y4991,Y4991,79927,34,114076,food,English,NGO
Y4992,Y4992,57075,16,1154,food,English,Goverment
Y4993,Y4993,107582,75,37572,food,English,Individual
Y4994,Y4994,24836,95,34578,music,Franch,Goverment
Y4995,Y4995,129665,90,30282,food,English,Individual
Y4996,Y4996,65579,39,13315,gaming,English,Goverment
Y4997,Y4997,94906,1,8920,food,English,NGO
Y4998,Y4998,68146,64,51386,gaming,English,Goverment
Y4999,Y4999,121737,9,41087,music,Chinese,Goverment
Y5000,Y5000,126703,93,90108,music,English,NGO
Y5001,Y5001,37623,1,31382,music,English,Individual
Y5002,Y5002,73090,59,75564,music,English,NGO
Y5003,Y5003,119012,19,51964,food,Franch,Individual
Y5004,Y5004,80099,73,71387,music,English,NGO
Y5005,Y5005,171880,92,34462,news,Chinese,Corperate
Y5006,Y5006,1,3,116,gaming,English,Individual
Y5007,Y5007,133867,33,176628,gaming,Japanese,NGO
Y5008,Y5008,143547,76,148168,travel,Japanese,NGO
Y5009,Y5009,81046,48,10410,gaming,English,Individual
Y5010,Y5010,146895,85,17137,food,English,Individual
Y5011,Y5011,68082,65,64433,food,Japanese,Goverment
Y5012,Y5012,85004,44,108316,music,English,NGO
Y5013,Y5013,141145,34,178741,food,Japanese,Individual
Y5014,Y5014,84050,36,100015,travel,Spanish,Individual
Y5015,Y5015,27762,38,5524,music,Japanese,Corperate
Y5016,Y5016,57869,61,18121,music,Spanish,Individual
Y5017,Y5017,60373,54,53272,travel,Russia,NGO
Y5018,Y5018,131664,7,79570,travel,Spanish,NGO
Y5019,Y5019,139190,37,84288,news,Franch,NGO
Y5020,Y5020,39264,86,57495,music,English,NGO
Y5021,Y5021,114428,92,82001,travel,Chinese,Individual
Y5022,Y5022,77757,90,8053,travel,English,NGO
Y5023,Y5023,1,3,0,music,Japanese,Individual
Y5024,Y5024,1,70,769,food,Spanish,Individual
Y5025,Y5025,117681,28,3626,travel,English,NGO
Y5026,Y5026,108566,72,125110,food,Chinese,Individual
Y5027,Y5027,130610,77,177845,music,English,NGO
Y5028,Y5028,93688,38,137000,gaming,Franch,NGO
Y5029,Y5029,28080,41,28946,food,Russia,Individual
Y5030,Y5030,106646,76,121601,music,English,NGO
Y5031,Y5031,118978,59,133255,food,Japanese,NGO
Y5032,Y5032,112513,5,82640,travel,Russia,Corperate
Y5033,Y5033,102237,69,62098,music,Spanish,Individual
Y5034,Y5034,145760,27,34183,food,English,NGO
Y5035,Y5035,50849,71,40522,news,Chinese,NGO
Y5036,Y5036,128105,24,172671,travel,Franch,NGO
Y5037,Y5037,111795,23,13050,news,English,Corperate
Y5038,Y5038,104682,31,36035,news,English,Corperate
Y5039,Y5039,126554,4,2609,gaming,English,NGO
Y5040,Y5040,144149,44,100117,news,English,Individual
Y5041,Y5041,137191,66,22453,travel,Russia,Corperate
Y5042,Y5042,121856,35,37712,music,Franch,Corperate
Y5043,Y5043,80381,87,12024,gaming,Franch,Individual
Y5044,Y5044,42777,50,0,gaming,Chinese,NGO
Y5045,Y5045,17841,99,10799,gaming,Japanese,Corperate
Y5046,Y5046,136737,24,78613,music,Spanish,Individual
Y5047,Y5047,125612,68,104726,food,English,Goverment
Y5048,Y5048,137291,93,15927,music,English,Individual
Y5049,Y5049,75199,34,110592,news,English,NGO
Y5050,Y5050,150754,62,170444,music,Japanese,Individual
Y5051,Y5051,52810,45,26456,travel,Spanish,Individual
Y5052,Y5052,67470,78,79397,gaming,English,Goverment
Y5053,Y5053,154559,23,22648,news,Russia,NGO
Y5054,Y5054,70327,96,95807,food,Chinese,Individual
Y5055,Y5055,98887,87,77372,news,Russia,Individual
Y5056,Y5056,129140,94,87368,food,English,Goverment
Y5057,Y5057,96805,51,92639,music,Russia,Individual
Y5058,Y5058,114674,64,78143,music,English,Goverment
Y5059,Y5059,178343,27,93406,music,Japanese,Corperate
Y5060,Y5060,75923,23,103528,travel,English,NGO
Y5061,Y5061,72739,54,25632,travel,English,Goverment
Y5062,Y5062,137878,28,54081,travel,English,NGO
Y5063,Y5063,88637,99,80960,music,Spanish,Individual
Y5064,Y5064,161303,9,90132,news,English,Individual
Y5065,Y5065,96958,5,132858,news,Russia,Corperate
Y5066,Y5066,102604,88,13039,news,Chinese,Individual
Y5067,Y5067,24580,1,18655,travel,Chinese,Individual
Y5068,Y5068,68583,31,19363,music,English,Goverment
Y5069,Y5069,127889,93,85006,food,English,Goverment
Y5070,Y5070,76846,17,37367,travel,English,NGO
Y5071,Y5071,174284,61,153793,travel,English,NGO
Y5072,Y5072,98624,59,139665,gaming,Franch,Goverment
Y5073,Y5073,134502,30,112626,food,Japanese,Individual
Y5074,Y5074,147540,86,23602,travel,English,Goverment
Y5075,Y5075,369,76,122,music,Spanish,Goverment
Y5076,Y5076,1,43,0,music,English,NGO
Y5077,Y5077,44169,22,33658,news,English,Individual
Y5078,Y5078,77510,4,60228,news,English,Corperate
Y5079,Y5079,160389,96,35902,news,English,Individual
Y5080,Y5080,57234,25,17157,music,Spanish,Individual
Y5081,Y5081,73948,21,9472,travel,English,Individual
